a, b, c, d, e
91729, 973, 229, 9, 8272
91730, 10, 230, 0, 8271
91731, 47, 231, 1, 8270
91732, 84, 232, 2, 8269
91733, 121, 233, 3, 8268
91734, 158, 234, 4, 8267
91735, 195, 235, 5, 8266
91736, 232, 236, 6, 8265
91737, 269, 237, 7, 8264
91738, 306, 238, 8, 8263
91739, 343, 239, 9, 8262
91740, 380, 240, 0, 8261
91741, 417, 241, 1, 8260
91742, 454, 242, 2, 8259
91743, 491, 243, 3, 8258
91744, 528, 244, 4, 8257
91745, 565, 245, 5, 8256
91746, 602, 246, 6, 8255
91747, 639, 247, 7, 8254
91748, 676, 248, 8, 8253
91749, 713, 249, 9, 8252
91750, 750, 250, 0, 8251
91751, 787, 251, 1, 8250
91752, 824, 252, 2, 8249
91753, 861, 253, 3, 8248
91754, 898, 254, 4, 8247
91755, 935, 255, 5, 8246
91756, 972, 256, 6, 8245
91757, 9, 257, 7, 8244
91758, 46, 258, 8, 8243
91759, 83, 259, 9, 8242
91760, 120, 260, 0, 8241
91761, 157, 261, 1, 8240
91762, 194, 262, 2, 8239
91763, 231, 263, 3, 8238
91764, 268, 264, 4, 8237
91765, 305, 265, 5, 8236
91766, 342, 266, 6, 8235
91767, 379, 267, 7, 8234
91768, 416, 268, 8, 8233
91769, 453, 269, 9, 8232
91770, 490, 270, 0, 8231
91771, 527, 271, 1, 8230
91772, 564, 272, 2, 8229
91773, 601, 273, 3, 8228
91774, 638, 274, 4, 8227
91775, 675, 275, 5, 8226
91776, 712, 276, 6, 8225
91777, 749, 277, 7, 8224
91778, 786, 278, 8, 8223
91779, 823, 279, 9, 8222
91780, 860, 280, 0, 8221
91781, 897, 281, 1, 8220
91782, 934, 282, 2, 8219
91783, 971, 283, 3, 8218
91784, 8, 284, 4, 8217
91785, 45, 285, 5, 8216
91786, 82, 286, 6, 8215
91787, 119, 287, 7, 8214
91788, 156, 288, 8, 8213
91789, 193, 289, 9, 8212
91790, 230, 290, 0, 8211
91791, 267, 291, 1, 8210
91792, 304, 292, 2, 8209
91793, 341, 293, 3, 8208
91794, 378, 294, 4, 8207
91795, 415, 295, 5, 8206
91796, 452, 296, 6, 8205
91797, 489, 297, 7, 8204
91798, 526, 298, 8, 8203
91799, 563, 299, 9, 8202
91800, 600, 300, 0, 8201
91801, 637, 301, 1, 8200
91802, 674, 302, 2, 8199
91803, 711, 303, 3, 8198
91804, 748, 304, 4, 8197
91805, 785, 305, 5, 8196
91806, 822, 306, 6, 8195
91807, 859, 307, 7, 8194
91808, 896, 308, 8, 8193
91809, 933, 309, 9, 8192
91810, 970, 310, 0, 8191
91811, 7, 311, 1, 8190
91812, 44, 312, 2, 8189
91813, 81, 313, 3, 8188
91814, 118, 314, 4, 8187
91815, 155, 315, 5, 8186
91816, 192, 316, 6, 8185
91817, 229, 317, 7, 8184
91818, 266, 318, 8, 8183
91819, 303, 319, 9, 8182
91820, 340, 320, 0, 8181
91821, 377, 321, 1, 8180
91822, 414, 322, 2, 8179
91823, 451, 323, 3, 8178
91824, 488, 324, 4, 8177
91825, 525, 325, 5, 8176
91826, 562, 326, 6, 8175
91827, 599, 327, 7, 8174
91828, 636, 328, 8, 8173
91829, 673, 329, 9, 8172
91830, 710, 330, 0, 8171
91831, 747, 331, 1, 8170
91832, 784, 332, 2, 8169
91833, 821, 333, 3, 8168
91834, 858, 334, 4, 8167
91835, 895, 335, 5, 8166
91836, 932, 336, 6, 8165
91837, 969, 337, 7, 8164
91838, 6, 338, 8, 8163
91839, 43, 339, 9, 8162
91840, 80, 340, 0, 8161
91841, 117, 341, 1, 8160
91842, 154, 342, 2, 8159
91843, 191, 343, 3, 8158
91844, 228, 344, 4, 8157
91845, 265, 345, 5, 8156
91846, 302, 346, 6, 8155
91847, 339, 347, 7, 8154
91848, 376, 348, 8, 8153
91849, 413, 349, 9, 8152
91850, 450, 350, 0, 8151
91851, 487, 351, 1, 8150
91852, 524, 352, 2, 8149
91853, 561, 353, 3, 8148
91854, 598, 354, 4, 8147
91855, 635, 355, 5, 8146
91856, 672, 356, 6, 8145
91857, 709, 357, 7, 8144
91858, 746, 358, 8, 8143
91859, 783, 359, 9, 8142
91860, 820, 360, 0, 8141
91861, 857, 361, 1, 8140
91862, 894, 362, 2, 8139
91863, 931, 363, 3, 8138
91864, 968, 364, 4, 8137
91865, 5, 365, 5, 8136
91866, 42, 366, 6, 8135
91867, 79, 367, 7, 8134
91868, 116, 368, 8, 8133
91869, 153, 369, 9, 8132
91870, 190, 370, 0, 8131
91871, 227, 371, 1, 8130
91872, 264, 372, 2, 8129
91873, 301, 373, 3, 8128
91874, 338, 374, 4, 8127
91875, 375, 375, 5, 8126
91876, 412, 376, 6, 8125
91877, 449, 377, 7, 8124
91878, 486, 378, 8, 8123
91879, 523, 379, 9, 8122
91880, 560, 380, 0, 8121
91881, 597, 381, 1, 8120
91882, 634, 382, 2, 8119
91883, 671, 383, 3, 8118
91884, 708, 384, 4, 8117
91885, 745, 385, 5, 8116
91886, 782, 386, 6, 8115
91887, 819, 387, 7, 8114
91888, 856, 388, 8, 8113
91889, 893, 389, 9, 8112
91890, 930, 390, 0, 8111
91891, 967, 391, 1, 8110
91892, 4, 392, 2, 8109
91893, 41, 393, 3, 8108
91894, 78, 394, 4, 8107
91895, 115, 395, 5, 8106
91896, 152, 396, 6, 8105
91897, 189, 397, 7, 8104
91898, 226, 398, 8, 8103
91899, 263, 399, 9, 8102
91900, 300, 400, 0, 8101
91901, 337, 401, 1, 8100
91902, 374, 402, 2, 8099
91903, 411, 403, 3, 8098
91904, 448, 404, 4, 8097
91905, 485, 405, 5, 8096
91906, 522, 406, 6, 8095
91907, 559, 407, 7, 8094
91908, 596, 408, 8, 8093
91909, 633, 409, 9, 8092
91910, 670, 410, 0, 8091
91911, 707, 411, 1, 8090
91912, 744, 412, 2, 8089
91913, 781, 413, 3, 8088
91914, 818, 414, 4, 8087
91915, 855, 415, 5, 8086
91916, 892, 416, 6, 8085
91917, 929, 417, 7, 8084
91918, 966, 418, 8, 8083
91919, 3, 419, 9, 8082
91920, 40, 420, 0, 8081
91921, 77, 421, 1, 8080
91922, 114, 422, 2, 8079
91923, 151, 423, 3, 8078
91924, 188, 424, 4, 8077
91925, 225, 425, 5, 8076
91926, 262, 426, 6, 8075
91927, 299, 427, 7, 8074
91928, 336, 428, 8, 8073
91929, 373, 429, 9, 8072
91930, 410, 430, 0, 8071
91931, 447, 431, 1, 8070
91932, 484, 432, 2, 8069
91933, 521, 433, 3, 8068
91934, 558, 434, 4, 8067
91935, 595, 435, 5, 8066
91936, 632, 436, 6, 8065
91937, 669, 437, 7, 8064
91938, 706, 438, 8, 8063
91939, 743, 439, 9, 8062
91940, 780, 440, 0, 8061
91941, 817, 441, 1, 8060
91942, 854, 442, 2, 8059
91943, 891, 443, 3, 8058
91944, 928, 444, 4, 8057
91945, 965, 445, 5, 8056
91946, 2, 446, 6, 8055
91947, 39, 447, 7, 8054
91948, 76, 448, 8, 8053
91949, 113, 449, 9, 8052
91950, 150, 450, 0, 8051
91951, 187, 451, 1, 8050
91952, 224, 452, 2, 8049
91953, 261, 453, 3, 8048
91954, 298, 454, 4, 8047
91955, 335, 455, 5, 8046
91956, 372, 456, 6, 8045
91957, 409, 457, 7, 8044
91958, 446, 458, 8, 8043
91959, 483, 459, 9, 8042
91960, 520, 460, 0, 8041
91961, 557, 461, 1, 8040
91962, 594, 462, 2, 8039
91963, 631, 463, 3, 8038
91964, 668, 464, 4, 8037
91965, 705, 465, 5, 8036
91966, 742, 466, 6, 8035
91967, 779, 467, 7, 8034
91968, 816, 468, 8, 8033
91969, 853, 469, 9, 8032
91970, 890, 470, 0, 8031
91971, 927, 471, 1, 8030
91972, 964, 472, 2, 8029
91973, 1, 473, 3, 8028
91974, 38, 474, 4, 8027
91975, 75, 475, 5, 8026
91976, 112, 476, 6, 8025
91977, 149, 477, 7, 8024
91978, 186, 478, 8, 8023
91979, 223, 479, 9, 8022
91980, 260, 480, 0, 8021
91981, 297, 481, 1, 8020
91982, 334, 482, 2, 8019
91983, 371, 483, 3, 8018
91984, 408, 484, 4, 8017
91985, 445, 485, 5, 8016
91986, 482, 486, 6, 8015
91987, 519, 487, 7, 8014
91988, 556, 488, 8, 8013
91989, 593, 489, 9, 8012
91990, 630, 490, 0, 8011
91991, 667, 491, 1, 8010
91992, 704, 492, 2, 8009
91993, 741, 493, 3, 8008
91994, 778, 494, 4, 8007
91995, 815, 495, 5, 8006
91996, 852, 496, 6, 8005
91997, 889, 497, 7, 8004
91998, 926, 498, 8, 8003
91999, 963, 499, 9, 8002
92000, 0, 0, 0, 8001
92001, 37, 1, 1, 8000
92002, 74, 2, 2, 7999
92003, 111, 3, 3, 7998
92004, 148, 4, 4, 7997
92005, 185, 5, 5, 7996
92006, 222, 6, 6, 7995
92007, 259, 7, 7, 7994
92008, 296, 8, 8, 7993
92009, 333, 9, 9, 7992
92010, 370, 10, 0, 7991
92011, 407, 11, 1, 7990
92012, 444, 12, 2, 7989
92013, 481, 13, 3, 7988
92014, 518, 14, 4, 7987
92015, 555, 15, 5, 7986
92016, 592, 16, 6, 7985
92017, 629, 17, 7, 7984
92018, 666, 18, 8, 7983
92019, 703, 19, 9, 7982
92020, 740, 20, 0, 7981
92021, 777, 21, 1, 7980
92022, 814, 22, 2, 7979
92023, 851, 23, 3, 7978
92024, 888, 24, 4, 7977
92025, 925, 25, 5, 7976
92026, 962, 26, 6, 7975
92027, 999, 27, 7, 7974
92028, 36, 28, 8, 7973
92029, 73, 29, 9, 7972
92030, 110, 30, 0, 7971
92031, 147, 31, 1, 7970
92032, 184, 32, 2, 7969
92033, 221, 33, 3, 7968
92034, 258, 34, 4, 7967
92035, 295, 35, 5, 7966
92036, 332, 36, 6, 7965
92037, 369, 37, 7, 7964
92038, 406, 38, 8, 7963
92039, 443, 39, 9, 7962
92040, 480, 40, 0, 7961
92041, 517, 41, 1, 7960
92042, 554, 42, 2, 7959
92043, 591, 43, 3, 7958
92044, 628, 44, 4, 7957
92045, 665, 45, 5, 7956
92046, 702, 46, 6, 7955
92047, 739, 47, 7, 7954
92048, 776, 48, 8, 7953
92049, 813, 49, 9, 7952
92050, 850, 50, 0, 7951
92051, 887, 51, 1, 7950
92052, 924, 52, 2, 7949
92053, 961, 53, 3, 7948
92054, 998, 54, 4, 7947
92055, 35, 55, 5, 7946
92056, 72, 56, 6, 7945
92057, 109, 57, 7, 7944
92058, 146, 58, 8, 7943
92059, 183, 59, 9, 7942
92060, 220, 60, 0, 7941
92061, 257, 61, 1, 7940
92062, 294, 62, 2, 7939
92063, 331, 63, 3, 7938
92064, 368, 64, 4, 7937
92065, 405, 65, 5, 7936
92066, 442, 66, 6, 7935
92067, 479, 67, 7, 7934
92068, 516, 68, 8, 7933
92069, 553, 69, 9, 7932
92070, 590, 70, 0, 7931
92071, 627, 71, 1, 7930
92072, 664, 72, 2, 7929
92073, 701, 73, 3, 7928
92074, 738, 74, 4, 7927
92075, 775, 75, 5, 7926
92076, 812, 76, 6, 7925
92077, 849, 77, 7, 7924
92078, 886, 78, 8, 7923
92079, 923, 79, 9, 7922
92080, 960, 80, 0, 7921
92081, 997, 81, 1, 7920
92082, 34, 82, 2, 7919
92083, 71, 83, 3, 7918
92084, 108, 84, 4, 7917
92085, 145, 85, 5, 7916
92086, 182, 86, 6, 7915
92087, 219, 87, 7, 7914
92088, 256, 88, 8, 7913
92089, 293, 89, 9, 7912
92090, 330, 90, 0, 7911
92091, 367, 91, 1, 7910
92092, 404, 92, 2, 7909
92093, 441, 93, 3, 7908
92094, 478, 94, 4, 7907
92095, 515, 95, 5, 7906
92096, 552, 96, 6, 7905
92097, 589, 97, 7, 7904
92098, 626, 98, 8, 7903
92099, 663, 99, 9, 7902
92100, 700, 100, 0, 7901
92101, 737, 101, 1, 7900
92102, 774, 102, 2, 7899
92103, 811, 103, 3, 7898
92104, 848, 104, 4, 7897
92105, 885, 105, 5, 7896
92106, 922, 106, 6, 7895
92107, 959, 107, 7, 7894
92108, 996, 108, 8, 7893
92109, 33, 109, 9, 7892
92110, 70, 110, 0, 7891
92111, 107, 111, 1, 7890
92112, 144, 112, 2, 7889
92113, 181, 113, 3, 7888
92114, 218, 114, 4, 7887
92115, 255, 115, 5, 7886
92116, 292, 116, 6, 7885
92117, 329, 117, 7, 7884
92118, 366, 118, 8, 7883
92119, 403, 119, 9, 7882
92120, 440, 120, 0, 7881
92121, 477, 121, 1, 7880
92122, 514, 122, 2, 7879
92123, 551, 123, 3, 7878
92124, 588, 124, 4, 7877
92125, 625, 125, 5, 7876
92126, 662, 126, 6, 7875
92127, 699, 127, 7, 7874
92128, 736, 128, 8, 7873
92129, 773, 129, 9, 7872
92130, 810, 130, 0, 7871
92131, 847, 131, 1, 7870
92132, 884, 132, 2, 7869
92133, 921, 133, 3, 7868
92134, 958, 134, 4, 7867
92135, 995, 135, 5, 7866
92136, 32, 136, 6, 7865
92137, 69, 137, 7, 7864
92138, 106, 138, 8, 7863
92139, 143, 139, 9, 7862
92140, 180, 140, 0, 7861
92141, 217, 141, 1, 7860
92142, 254, 142, 2, 7859
92143, 291, 143, 3, 7858
92144, 328, 144, 4, 7857
92145, 365, 145, 5, 7856
92146, 402, 146, 6, 7855
92147, 439, 147, 7, 7854
92148, 476, 148, 8, 7853
92149, 513, 149, 9, 7852
92150, 550, 150, 0, 7851
92151, 587, 151, 1, 7850
92152, 624, 152, 2, 7849
92153, 661, 153, 3, 7848
92154, 698, 154, 4, 7847
92155, 735, 155, 5, 7846
92156, 772, 156, 6, 7845
92157, 809, 157, 7, 7844
92158, 846, 158, 8, 7843
92159, 883, 159, 9, 7842
92160, 920, 160, 0, 7841
92161, 957, 161, 1, 7840
92162, 994, 162, 2, 7839
92163, 31, 163, 3, 7838
92164, 68, 164, 4, 7837
92165, 105, 165, 5, 7836
92166, 142, 166, 6, 7835
92167, 179, 167, 7, 7834
92168, 216, 168, 8, 7833
92169, 253, 169, 9, 7832
92170, 290, 170, 0, 7831
92171, 327, 171, 1, 7830
92172, 364, 172, 2, 7829
92173, 401, 173, 3, 7828
92174, 438, 174, 4, 7827
92175, 475, 175, 5, 7826
92176, 512, 176, 6, 7825
92177, 549, 177, 7, 7824
92178, 586, 178, 8, 7823
92179, 623, 179, 9, 7822
92180, 660, 180, 0, 7821
92181, 697, 181, 1, 7820
92182, 734, 182, 2, 7819
92183, 771, 183, 3, 7818
92184, 808, 184, 4, 7817
92185, 845, 185, 5, 7816
92186, 882, 186, 6, 7815
92187, 919, 187, 7, 7814
92188, 956, 188, 8, 7813
92189, 993, 189, 9, 7812
92190, 30, 190, 0, 7811
92191, 67, 191, 1, 7810
92192, 104, 192, 2, 7809
92193, 141, 193, 3, 7808
92194, 178, 194, 4, 7807
92195, 215, 195, 5, 7806
92196, 252, 196, 6, 7805
92197, 289, 197, 7, 7804
92198, 326, 198, 8, 7803
92199, 363, 199, 9, 7802
92200, 400, 200, 0, 7801
92201, 437, 201, 1, 7800
92202, 474, 202, 2, 7799
92203, 511, 203, 3, 7798
92204, 548, 204, 4, 7797
92205, 585, 205, 5, 7796
92206, 622, 206, 6, 7795
92207, 659, 207, 7, 7794
92208, 696, 208, 8, 7793
92209, 733, 209, 9, 7792
92210, 770, 210, 0, 7791
92211, 807, 211, 1, 7790
92212, 844, 212, 2, 7789
92213, 881, 213, 3, 7788
92214, 918, 214, 4, 7787
92215, 955, 215, 5, 7786
92216, 992, 216, 6, 7785
92217, 29, 217, 7, 7784
92218, 66, 218, 8, 7783
92219, 103, 219, 9, 7782
92220, 140, 220, 0, 7781
92221, 177, 221, 1, 7780
92222, 214, 222, 2, 7779
92223, 251, 223, 3, 7778
92224, 288, 224, 4, 7777
92225, 325, 225, 5, 7776
92226, 362, 226, 6, 7775
92227, 399, 227, 7, 7774
92228, 436, 228, 8, 7773
92229, 473, 229, 9, 7772
92230, 510, 230, 0, 7771
92231, 547, 231, 1, 7770
92232, 584, 232, 2, 7769
92233, 621, 233, 3, 7768
92234, 658, 234, 4, 7767
92235, 695, 235, 5, 7766
92236, 732, 236, 6, 7765
92237, 769, 237, 7, 7764
92238, 806, 238, 8, 7763
92239, 843, 239, 9, 7762
92240, 880, 240, 0, 7761
92241, 917, 241, 1, 7760
92242, 954, 242, 2, 7759
92243, 991, 243, 3, 7758
92244, 28, 244, 4, 7757
92245, 65, 245, 5, 7756
92246, 102, 246, 6, 7755
92247, 139, 247, 7, 7754
92248, 176, 248, 8, 7753
92249, 213, 249, 9, 7752
92250, 250, 250, 0, 7751
92251, 287, 251, 1, 7750
92252, 324, 252, 2, 7749
92253, 361, 253, 3, 7748
92254, 398, 254, 4, 7747
92255, 435, 255, 5, 7746
92256, 472, 256, 6, 7745
92257, 509, 257, 7, 7744
92258, 546, 258, 8, 7743
92259, 583, 259, 9, 7742
92260, 620, 260, 0, 7741
92261, 657, 261, 1, 7740
92262, 694, 262, 2, 7739
92263, 731, 263, 3, 7738
92264, 768, 264, 4, 7737
92265, 805, 265, 5, 7736
92266, 842, 266, 6, 7735
92267, 879, 267, 7, 7734
92268, 916, 268, 8, 7733
92269, 953, 269, 9, 7732
92270, 990, 270, 0, 7731
92271, 27, 271, 1, 7730
92272, 64, 272, 2, 7729
92273, 101, 273, 3, 7728
92274, 138, 274, 4, 7727
92275, 175, 275, 5, 7726
92276, 212, 276, 6, 7725
92277, 249, 277, 7, 7724
92278, 286, 278, 8, 7723
92279, 323, 279, 9, 7722
92280, 360, 280, 0, 7721
92281, 397, 281, 1, 7720
92282, 434, 282, 2, 7719
92283, 471, 283, 3, 7718
92284, 508, 284, 4, 7717
92285, 545, 285, 5, 7716
92286, 582, 286, 6, 7715
92287, 619, 287, 7, 7714
92288, 656, 288, 8, 7713
92289, 693, 289, 9, 7712
92290, 730, 290, 0, 7711
92291, 767, 291, 1, 7710
92292, 804, 292, 2, 7709
92293, 841, 293, 3, 7708
92294, 878, 294, 4, 7707
92295, 915, 295, 5, 7706
92296, 952, 296, 6, 7705
92297, 989, 297, 7, 7704
92298, 26, 298, 8, 7703
92299, 63, 299, 9, 7702
92300, 100, 300, 0, 7701
92301, 137, 301, 1, 7700
92302, 174, 302, 2, 7699
92303, 211, 303, 3, 7698
92304, 248, 304, 4, 7697
92305, 285, 305, 5, 7696
92306, 322, 306, 6, 7695
92307, 359, 307, 7, 7694
92308, 396, 308, 8, 7693
92309, 433, 309, 9, 7692
92310, 470, 310, 0, 7691
92311, 507, 311, 1, 7690
92312, 544, 312, 2, 7689
92313, 581, 313, 3, 7688
92314, 618, 314, 4, 7687
92315, 655, 315, 5, 7686
92316, 692, 316, 6, 7685
92317, 729, 317, 7, 7684
92318, 766, 318, 8, 7683
92319, 803, 319, 9, 7682
92320, 840, 320, 0, 7681
92321, 877, 321, 1, 7680
92322, 914, 322, 2, 7679
92323, 951, 323, 3, 7678
92324, 988, 324, 4, 7677
92325, 25, 325, 5, 7676
92326, 62, 326, 6, 7675
92327, 99, 327, 7, 7674
92328, 136, 328, 8, 7673
92329, 173, 329, 9, 7672
92330, 210, 330, 0, 7671
92331, 247, 331, 1, 7670
92332, 284, 332, 2, 7669
92333, 321, 333, 3, 7668
92334, 358, 334, 4, 7667
92335, 395, 335, 5, 7666
92336, 432, 336, 6, 7665
92337, 469, 337, 7, 7664
92338, 506, 338, 8, 7663
92339, 543, 339, 9, 7662
92340, 580, 340, 0, 7661
92341, 617, 341, 1, 7660
92342, 654, 342, 2, 7659
92343, 691, 343, 3, 7658
92344, 728, 344, 4, 7657
92345, 765, 345, 5, 7656
92346, 802, 346, 6, 7655
92347, 839, 347, 7, 7654
92348, 876, 348, 8, 7653
92349, 913, 349, 9, 7652
92350, 950, 350, 0, 7651
92351, 987, 351, 1, 7650
92352, 24, 352, 2, 7649
92353, 61, 353, 3, 7648
92354, 98, 354, 4, 7647
92355, 135, 355, 5, 7646
92356, 172, 356, 6, 7645
92357, 209, 357, 7, 7644
92358, 246, 358, 8, 7643
92359, 283, 359, 9, 7642
92360, 320, 360, 0, 7641
92361, 357, 361, 1, 7640
92362, 394, 362, 2, 7639
92363, 431, 363, 3, 7638
92364, 468, 364, 4, 7637
92365, 505, 365, 5, 7636
92366, 542, 366, 6, 7635
92367, 579, 367, 7, 7634
92368, 616, 368, 8, 7633
92369, 653, 369, 9, 7632
92370, 690, 370, 0, 7631
92371, 727, 371, 1, 7630
92372, 764, 372, 2, 7629
92373, 801, 373, 3, 7628
92374, 838, 374, 4, 7627
92375, 875, 375, 5, 7626
92376, 912, 376, 6, 7625
92377, 949, 377, 7, 7624
92378, 986, 378, 8, 7623
92379, 23, 379, 9, 7622
92380, 60, 380, 0, 7621
92381, 97, 381, 1, 7620
92382, 134, 382, 2, 7619
92383, 171, 383, 3, 7618
92384, 208, 384, 4, 7617
92385, 245, 385, 5, 7616
92386, 282, 386, 6, 7615
92387, 319, 387, 7, 7614
92388, 356, 388, 8, 7613
92389, 393, 389, 9, 7612
92390, 430, 390, 0, 7611
92391, 467, 391, 1, 7610
92392, 504, 392, 2, 7609
92393, 541, 393, 3, 7608
92394, 578, 394, 4, 7607
92395, 615, 395, 5, 7606
92396, 652, 396, 6, 7605
92397, 689, 397, 7, 7604
92398, 726, 398, 8, 7603
92399, 763, 399, 9, 7602
92400, 800, 400, 0, 7601
92401, 837, 401, 1, 7600
92402, 874, 402, 2, 7599
92403, 911, 403, 3, 7598
92404, 948, 404, 4, 7597
92405, 985, 405, 5, 7596
92406, 22, 406, 6, 7595
92407, 59, 407, 7, 7594
92408, 96, 408, 8, 7593
92409, 133, 409, 9, 7592
92410, 170, 410, 0, 7591
92411, 207, 411, 1, 7590
92412, 244, 412, 2, 7589
92413, 281, 413, 3, 7588
92414, 318, 414, 4, 7587
92415, 355, 415, 5, 7586
92416, 392, 416, 6, 7585
92417, 429, 417, 7, 7584
92418, 466, 418, 8, 7583
92419, 503, 419, 9, 7582
92420, 540, 420, 0, 7581
92421, 577, 421, 1, 7580
92422, 614, 422, 2, 7579
92423, 651, 423, 3, 7578
92424, 688, 424, 4, 7577
92425, 725, 425, 5, 7576
92426, 762, 426, 6, 7575
92427, 799, 427, 7, 7574
92428, 836, 428, 8, 7573
92429, 873, 429, 9, 7572
92430, 910, 430, 0, 7571
92431, 947, 431, 1, 7570
92432, 984, 432, 2, 7569
92433, 21, 433, 3, 7568
92434, 58, 434, 4, 7567
92435, 95, 435, 5, 7566
92436, 132, 436, 6, 7565
92437, 169, 437, 7, 7564
92438, 206, 438, 8, 7563
92439, 243, 439, 9, 7562
92440, 280, 440, 0, 7561
92441, 317, 441, 1, 7560
92442, 354, 442, 2, 7559
92443, 391, 443, 3, 7558
92444, 428, 444, 4, 7557
92445, 465, 445, 5, 7556
92446, 502, 446, 6, 7555
92447, 539, 447, 7, 7554
92448, 576, 448, 8, 7553
92449, 613, 449, 9, 7552
92450, 650, 450, 0, 7551
92451, 687, 451, 1, 7550
92452, 724, 452, 2, 7549
92453, 761, 453, 3, 7548
92454, 798, 454, 4, 7547
92455, 835, 455, 5, 7546
92456, 872, 456, 6, 7545
92457, 909, 457, 7, 7544
92458, 946, 458, 8, 7543
92459, 983, 459, 9, 7542
92460, 20, 460, 0, 7541
92461, 57, 461, 1, 7540
92462, 94, 462, 2, 7539
92463, 131, 463, 3, 7538
92464, 168, 464, 4, 7537
92465, 205, 465, 5, 7536
92466, 242, 466, 6, 7535
92467, 279, 467, 7, 7534
92468, 316, 468, 8, 7533
92469, 353, 469, 9, 7532
92470, 390, 470, 0, 7531
92471, 427, 471, 1, 7530
92472, 464, 472, 2, 7529
92473, 501, 473, 3, 7528
92474, 538, 474, 4, 7527
92475, 575, 475, 5, 7526
92476, 612, 476, 6, 7525
92477, 649, 477, 7, 7524
92478, 686, 478, 8, 7523
92479, 723, 479, 9, 7522
92480, 760, 480, 0, 7521
92481, 797, 481, 1, 7520
92482, 834, 482, 2, 7519
92483, 871, 483, 3, 7518
92484, 908, 484, 4, 7517
92485, 945, 485, 5, 7516
92486, 982, 486, 6, 7515
92487, 19, 487, 7, 7514
92488, 56, 488, 8, 7513
92489, 93, 489, 9, 7512
92490, 130, 490, 0, 7511
92491, 167, 491, 1, 7510
92492, 204, 492, 2, 7509
92493, 241, 493, 3, 7508
92494, 278, 494, 4, 7507
92495, 315, 495, 5, 7506
92496, 352, 496, 6, 7505
92497, 389, 497, 7, 7504
92498, 426, 498, 8, 7503
92499, 463, 499, 9, 7502
92500, 500, 0, 0, 7501
92501, 537, 1, 1, 7500
92502, 574, 2, 2, 7499
92503, 611, 3, 3, 7498
92504, 648, 4, 4, 7497
92505, 685, 5, 5, 7496
92506, 722, 6, 6, 7495
92507, 759, 7, 7, 7494
92508, 796, 8, 8, 7493
92509, 833, 9, 9, 7492
92510, 870, 10, 0, 7491
92511, 907, 11, 1, 7490
92512, 944, 12, 2, 7489
92513, 981, 13, 3, 7488
92514, 18, 14, 4, 7487
92515, 55, 15, 5, 7486
92516, 92, 16, 6, 7485
92517, 129, 17, 7, 7484
92518, 166, 18, 8, 7483
92519, 203, 19, 9, 7482
92520, 240, 20, 0, 7481
92521, 277, 21, 1, 7480
92522, 314, 22, 2, 7479
92523, 351, 23, 3, 7478
92524, 388, 24, 4, 7477
92525, 425, 25, 5, 7476
92526, 462, 26, 6, 7475
92527, 499, 27, 7, 7474
92528, 536, 28, 8, 7473
92529, 573, 29, 9, 7472
92530, 610, 30, 0, 7471
92531, 647, 31, 1, 7470
92532, 684, 32, 2, 7469
92533, 721, 33, 3, 7468
92534, 758, 34, 4, 7467
92535, 795, 35, 5, 7466
92536, 832, 36, 6, 7465
92537, 869, 37, 7, 7464
92538, 906, 38, 8, 7463
92539, 943, 39, 9, 7462
92540, 980, 40, 0, 7461
92541, 17, 41, 1, 7460
92542, 54, 42, 2, 7459
92543, 91, 43, 3, 7458
92544, 128, 44, 4, 7457
92545, 165, 45, 5, 7456
92546, 202, 46, 6, 7455
92547, 239, 47, 7, 7454
92548, 276, 48, 8, 7453
92549, 313, 49, 9, 7452
92550, 350, 50, 0, 7451
92551, 387, 51, 1, 7450
92552, 424, 52, 2, 7449
92553, 461, 53, 3, 7448
92554, 498, 54, 4, 7447
92555, 535, 55, 5, 7446
92556, 572, 56, 6, 7445
92557, 609, 57, 7, 7444
92558, 646, 58, 8, 7443
92559, 683, 59, 9, 7442
92560, 720, 60, 0, 7441
92561, 757, 61, 1, 7440
92562, 794, 62, 2, 7439
92563, 831, 63, 3, 7438
92564, 868, 64, 4, 7437
92565, 905, 65, 5, 7436
92566, 942, 66, 6, 7435
92567, 979, 67, 7, 7434
92568, 16, 68, 8, 7433
92569, 53, 69, 9, 7432
92570, 90, 70, 0, 7431
92571, 127, 71, 1, 7430
92572, 164, 72, 2, 7429
92573, 201, 73, 3, 7428
92574, 238, 74, 4, 7427
92575, 275, 75, 5, 7426
92576, 312, 76, 6, 7425
92577, 349, 77, 7, 7424
92578, 386, 78, 8, 7423
92579, 423, 79, 9, 7422
92580, 460, 80, 0, 7421
92581, 497, 81, 1, 7420
92582, 534, 82, 2, 7419
92583, 571, 83, 3, 7418
92584, 608, 84, 4, 7417
92585, 645, 85, 5, 7416
92586, 682, 86, 6, 7415
92587, 719, 87, 7, 7414
92588, 756, 88, 8, 7413
92589, 793, 89, 9, 7412
92590, 830, 90, 0, 7411
92591, 867, 91, 1, 7410
92592, 904, 92, 2, 7409
92593, 941, 93, 3, 7408
92594, 978, 94, 4, 7407
92595, 15, 95, 5, 7406
92596, 52, 96, 6, 7405
92597, 89, 97, 7, 7404
92598, 126, 98, 8, 7403
92599, 163, 99, 9, 7402
92600, 200, 100, 0, 7401
92601, 237, 101, 1, 7400
92602, 274, 102, 2, 7399
